,id,firstname,lastname,age,nationality,height,weight,injured,teamID,teamname,appearences,lineups,minutes,position,rating,captain,subIn,subOut,bench,totalShots,shotsOn,totalGoals,goalsConceded,goalAssists,goalSaves,totalPasses,keyPasses,passAccuracy,totalTackles,blocks,interceptions,duelsTotal,duelsWon,dribbleAttempts,dribblesSuccess,dribblesPast,foulsDrawn,foulsCommitted,cardsYel,cardsYelRed,cardsRed,penaltyWon,penaltyCommited,penaltyScored,penaltyMissed,penaltySaved,season
10,18864,Charlie John,Daniels,36,England,178 cm,75 kg,False,35,Bournemouth,2,2,127,Defender,6.450000,False,0,1,1,0,0,0,,,,28,2,68,1,0,1,5,3,0,0,,0,0,0,0,0,,,0,0,,2019/2020
11,18865,Simon,Francis,35,England,183 cm,90 kg,False,35,Bournemouth,15,10,965,Defender,6.692857,False,5,0,9,3,0,0,,,,393,5,72,13,12,20,120,66,7,4,,1,7,4,1,0,,,0,0,,2019/2020
12,18879,Andrew,Surman,35,England,178 cm,73 kg,False,35,Bournemouth,5,2,233,Midfielder,6.450000,False,3,1,27,1,0,0,,,,103,1,67,4,0,1,20,9,0,0,,1,1,1,0,0,,,0,0,,2019/2020
13,18975,David Petrus Wenceslaus Henri,Pröpper,31,Netherlands,185 cm,79 kg,False,51,Brighton,35,32,2830,Midfielder,6.722857,False,3,4,4,29,8,1,,2,,1502,29,82,64,8,38,302,156,64,46,,18,31,4,0,0,,,0,0,,2019/2020
14,18982,Glenn,Murray,38,England,183 cm,80 kg,False,51,Brighton,23,7,786,Attacker,6.550000,False,16,5,30,18,5,1,,1,,103,3,62,5,2,1,141,57,5,0,,15,15,0,0,0,,,0,0,,2019/2020
15,19079,Alexander Banor,Tettey,36,Norway,180 cm,76 kg,False,71,Norwich,30,28,2351,Midfielder,6.713333,False,2,15,5,23,4,1,,1,,1139,5,86,23,9,43,169,80,20,15,,7,21,5,0,0,,,0,0,,2019/2020
16,19171,Mark,Bunn,35,England,183 cm,77 kg,False,66,Aston Villa,,,,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/2020
17,19186,Ahmed Eissa,El Mohamady Abdel Fattah,34,Egypt,183 cm,75 kg,False,66,Aston Villa,18,11,1026,Defender,6.727777,False,7,2,21,5,1,1,,1,,397,22,80,19,5,13,111,60,11,7,,5,13,1,0,0,,,0,0,,2019/2020
18,19533,José Ignacio,Peleteiro Ramallo,30,Spain,180 cm,70 kg,False,66,Aston Villa,10,4,333,Midfielder,6.600000,False,6,4,17,6,1,0,,1,,73,4,71,3,0,3,38,13,8,7,,2,6,0,0,0,,,0,0,,2019/2020
19,138936,Kaine,Kesler Hayden,18,England,,,False,66,Aston Villa,0,0,0,Midfielder,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
20,3245,Jonathan Adjo,Kodjia,33,Côte d'Ivoire,191 cm,77 kg,False,66,Aston Villa,6,0,112,Attacker,6.433333,False,6,0,12,2,0,0,,,,15,1,50,,0,0,16,9,3,1,,2,1,1,0,0,,,0,0,,2019/2020
21,12555,Richairo,Zivkovic,26,Netherlands,187 cm,73 kg,False,62,Sheffield Utd,5,0,107,Attacker,6.340000,False,5,0,9,1,0,0,,,,16,2,92,2,0,0,23,3,3,0,,1,1,0,0,0,,,0,0,,2019/2020
22,18796,Daryl,Janmaat,33,Netherlands,185 cm,80 kg,False,38,Watford,8,7,608,Defender,6.912500,False,1,2,5,4,0,0,,1,,204,6,78,14,2,7,39,22,7,5,,1,5,1,0,0,,,0,0,,2019/2020
23,18848,Sam John,Woods,24,England,185 cm,76 kg,False,52,Crystal Palace,0,0,0,Defender,,False,0,0,7,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
24,18905,Yoshinori,Muto,30,Japan,179 cm,72 kg,False,34,Newcastle,8,2,207,Attacker,6.512500,False,6,1,15,1,0,0,,,,27,1,73,3,0,0,26,12,9,5,,3,2,0,0,0,,,0,0,,2019/2020
25,19050,Aaron Frank,Mooy,32,Australia,174 cm,68 kg,False,51,Brighton,14,10,862,Midfielder,6.851612,False,4,5,4,33,8,0,,2,,790,40,79,37,7,23,233,101,56,38,,11,13,1,0,0,,,0,0,,2019/2020
26,19178,Alan,Hutton,35,Scotland,185 cm,72 kg,False,66,Aston Villa,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/2020
27,20055,Nya Jerome,Kirby,22,England,174 cm,,False,52,Crystal Palace,0,0,0,Midfielder,,False,0,0,4,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
28,82022,Oskar,Buur Rasmussen,24,Denmark,180 cm,70 kg,False,39,Wolves,0,0,0,Defender,,False,0,0,15,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
29,82948,Jordan Andrew,Davies,24,Wales,178 cm,74 kg,False,51,Brighton,0,0,0,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
30,90497,Winston Wiremu,Reid,34,New Zealand,190 cm,87 kg,False,48,West Ham,0,0,0,Defender,,False,0,0,3,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
31,125705,Taylor,Perry,21,England,180 cm,72 kg,False,39,Wolves,0,0,0,Midfielder,,False,0,0,3,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
32,138914,Jordan James Chattenton,Thomas,21,England,182 cm,69 kg,False,71,Norwich,1,0,0,Defender,,False,1,0,4,0,0,0,,,,0,0,0,,0,0,1,0,0,0,,0,0,0,0,0,,,0,0,,2019/2020
33,144709,Joseph,Tetteh Anang,22,England,190 cm,72 kg,False,48,West Ham,0,0,0,Goalkeeper,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
34,144715,Bernardo,Rusa,22,Brazil,,,False,48,West Ham,0,0,0,Midfielder,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
35,147834,Archie,Mair,21,Scotland,198 cm,86 kg,False,71,Norwich,0,0,0,Goalkeeper,,False,0,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
36,153506,Indiana,Denchev Vassilev,21,USA,175 cm,72 kg,False,66,Aston Villa,4,0,47,Midfielder,6.275000,False,4,0,12,1,0,0,,,,7,0,56,,0,0,4,2,1,1,,1,0,0,0,0,,,0,0,,2019/2020
37,190595,Lukas Bornhøft,Jensen,23,Denmark,198 cm,90 kg,False,44,Burnley,0,0,0,Goalkeeper,,False,0,0,3,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
38,264438,Max,Thompson,20,England,,,False,44,Burnley,1,0,2,Attacker,,False,1,0,9,0,0,0,,,,0,0,0,,0,0,1,0,0,0,,0,0,0,0,0,,,0,0,,2019/2020
39,266203,John-Kymani,Linton Michael Gordon,19,England,,,False,52,Crystal Palace,0,0,0,Attacker,,False,0,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
40,84,Wesley,Moraes Ferreira da Silva,26,Brazil,191 cm,93 kg,False,66,Aston Villa,21,21,1790,Attacker,6.819047,False,0,8,0,35,18,5,,1,,263,11,72,15,2,4,274,110,24,12,,14,43,3,0,0,,,0,1,,2019/2020
41,727,Reiss Luke,Nelson,23,England,175 cm,71 kg,False,42,Arsenal,17,7,627,Attacker,6.675000,False,10,6,20,11,4,1,,,,177,9,86,11,2,3,87,36,32,17,,8,8,1,0,0,,,0,0,,2019/2020
42,899,Andreas Hugo,Hoelgebaum Pereira,26,Brazil,178 cm,71 kg,False,33,Manchester United,25,18,1490,Midfielder,6.633333,False,7,13,14,37,14,1,,3,,551,32,78,24,0,7,212,70,33,20,,16,27,3,0,0,,,0,0,,2019/2020
43,1826,Sébastien Romain Teddy,Haller,28,Côte d'Ivoire,190 cm,82 kg,False,48,West Ham,32,24,2262,Attacker,6.984375,False,8,4,9,56,27,7,,1,,505,24,68,22,5,8,621,297,40,24,,38,46,1,0,0,1,,0,0,,2019/2020
44,2283,David Luiz,Moreira Marinho,35,Brazil,189 cm,84 kg,False,42,Arsenal,33,32,2811,Defender,6.733333,False,1,1,4,23,8,2,,1,,1531,4,83,28,37,32,188,98,8,5,,14,30,5,0,2,,5,0,0,,2019/2020
45,2700,Alireza,Jahanbakhsh Jirandeh,29,Iran,180 cm,76 kg,False,51,Brighton,10,3,307,Attacker,6.922222,False,7,3,16,12,2,2,,,,84,4,70,8,0,3,46,23,15,8,,7,2,0,0,0,,,0,0,,2019/2020
46,8924,Michael Robin,Verrips,26,Netherlands,195 cm,85 kg,False,62,Sheffield Utd,0,0,0,Goalkeeper,,False,0,0,12,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
47,18756,Maarten,Stekelenburg,40,Netherlands,197 cm,92 kg,False,45,Everton,0,0,0,Goalkeeper,,False,0,0,24,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
48,18798,Adrian Joseph,Mariappa,36,Jamaica,180 cm,78 kg,False,38,Watford,20,15,1509,Defender,6.495000,False,5,0,14,3,0,0,,,,338,4,68,20,7,11,142,70,1,1,,7,20,5,1,0,,,0,0,,2019/2020
49,18827,Carlos Alberto,Sánchez Moreno,36,Colombia,182 cm,82 kg,False,48,West Ham,6,1,113,Midfielder,6.440000,False,5,1,17,0,0,0,,,,48,0,79,1,0,2,9,4,1,1,,0,2,0,0,0,,,0,0,,2019/2020
50,18850,Giovanni Donald,McGregor,23,England,176 cm,,False,52,Crystal Palace,0,0,0,Midfielder,,False,0,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
51,18859,Artur,Boruc,42,Poland,193 cm,87 kg,False,35,Bournemouth,0,0,0,Goalkeeper,,False,0,0,38,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
52,18900,Sung-Yeung,Ki,33,Korea Republic,189 cm,75 kg,False,34,Newcastle,3,1,136,Midfielder,6.666666,False,2,1,4,0,0,0,,,,59,2,87,1,0,3,13,8,2,2,,3,1,0,0,0,,,0,0,,2019/2020
53,19209,Fikayo,Tomori,25,England,185 cm,75 kg,False,49,Chelsea,15,15,1293,Defender,7.013333,False,0,2,12,7,3,1,,,,1006,4,86,29,7,22,125,78,12,9,,6,7,3,0,0,,,0,0,,2019/2020
54,19481,Jack Christian,Rodwell,31,England,188 cm,70 kg,False,62,Sheffield Utd,1,0,15,Midfielder,6.300000,False,1,0,8,0,0,0,,,,2,0,100,,0,0,1,0,0,0,,0,0,0,0,0,,,0,0,,2019/2020
55,19593,Tomer,Hemed,35,Israel,186 cm,80 kg,False,51,Brighton,0,0,0,Attacker,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
56,37146,Rhu-endly Aurelio Jean-Carlo,Martina,33,Curaçao,185 cm,77 kg,False,45,Everton,0,0,0,Defender,,False,0,0,3,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
57,41301,Gonçalo Bento,Soares Cardoso,22,Portugal,189 cm,,False,48,West Ham,0,0,0,Defender,,False,0,0,3,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
58,68124,Nikola,Tavares,23,Croatia,188 cm,,False,52,Crystal Palace,0,0,0,Defender,,False,0,0,3,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
59,180771,Mace Lewin,Goodridge,23,England,180 cm,,False,44,Burnley,0,0,0,Midfielder,,False,0,0,10,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
60,618,Danilo Luiz,da Silva,31,Brazil,184 cm,78 kg,False,50,Manchester City,0,0,0,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
61,877,Moise Bioty,Kean,22,Italy,182 cm,67 kg,False,45,Everton,29,6,834,Attacker,6.657142,False,23,6,30,30,13,2,,2,,96,10,71,6,0,5,150,53,48,25,,11,27,1,0,0,,,0,0,,2019/2020
62,971,Panagiotis,Retsos,24,Greece,186 cm,79 kg,False,62,Sheffield Utd,0,0,0,Defender,,False,0,0,3,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
63,1107,Filip,Benković,25,Croatia,194 cm,80 kg,False,46,Leicester,0,0,0,Defender,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
64,1457,Henrikh,Mkhitaryan,33,Armenia,177 cm,75 kg,False,42,Arsenal,3,1,111,Midfielder,6.433333,False,2,1,3,2,0,0,,,,55,2,84,,0,0,19,6,7,2,,2,2,1,0,0,,,0,0,,2019/2020
65,1462,Lucas,Torreira Di Pascua,26,Uruguay,168 cm,64 kg,False,42,Arsenal,29,17,1509,Midfielder,6.779310,False,12,9,16,21,6,1,,1,,793,14,83,31,8,34,182,101,23,17,,43,24,7,0,0,,,0,0,,2019/2020
66,1624,José Manuel,Reina Páez,40,Spain,188 cm,92 kg,False,66,Aston Villa,12,12,1080,Goalkeeper,6.716666,False,0,0,4,0,0,0,20,,33,231,1,66,,0,0,12,9,0,0,,4,1,1,0,0,,,0,0,1,2019/2020
67,1649,Patrick,Cutrone,24,Italy,183 cm,75 kg,False,39,Wolves,12,3,291,Attacker,6.633333,False,9,3,17,11,4,2,,,,41,2,66,4,1,2,64,24,5,3,,9,5,0,0,0,,,0,0,,2019/2020
68,2295,Olivier,Giroud,36,France,192 cm,93 kg,False,49,Chelsea,18,12,999,Attacker,6.961111,False,6,12,13,39,19,8,,,,204,8,70,8,1,2,154,70,4,3,,9,17,1,0,0,,,0,0,,2019/2020
69,2299,Pedro Eliezer,Rodríguez Ledesma,35,Spain,169 cm,65 kg,False,49,Chelsea,11,8,661,Attacker,7.010000,False,3,3,16,22,10,1,,1,,262,17,82,15,0,9,82,40,21,12,,11,8,1,0,0,,,0,0,,2019/2020
70,2412,Felipe,Anderson Pereira Gomes,29,Brazil,175 cm,70 kg,False,48,West Ham,25,20,1506,Attacker,6.858333,False,5,14,9,23,8,1,,4,,705,25,69,46,1,22,269,139,92,63,,24,17,1,0,0,,,0,0,,2019/2020
71,2475,Roberto Maximiliano,Pereyra,31,Argentina,182 cm,77 kg,False,38,Watford,28,17,1649,Midfielder,6.577777,False,11,12,16,21,9,3,,,,522,20,81,20,0,14,198,78,53,20,,33,21,4,0,0,1,,1,0,,2019/2020
72,2674,Rui Pedro,dos Santos Patrício,34,Portugal,190 cm,84 kg,False,39,Wolves,38,38,3420,Goalkeeper,6.850000,False,0,0,0,0,0,0,40,,91,441,0,60,,0,2,17,14,0,0,,6,0,0,0,0,,,0,0,2,2019/2020
73,2777,Isaac,Ajayi Success,26,Nigeria,186 cm,86 kg,False,38,Watford,5,0,65,Attacker,6.525000,False,5,0,12,1,1,0,,,,13,1,76,,0,1,17,3,3,1,,2,2,1,0,0,,,0,0,,2019/2020
74,2925,Dennis,Praet,28,Belgium,181 cm,78 kg,False,46,Leicester,27,12,1131,Midfielder,6.642307,False,15,12,22,16,3,1,,2,,443,9,83,33,1,17,143,63,25,12,,13,18,2,0,0,,1,0,0,,2019/2020
75,18809,Gerard,Deulofeu Lázaro,28,Spain,177 cm,73 kg,False,38,Watford,28,25,2109,Attacker,6.896428,False,3,14,3,64,21,4,,5,,578,44,80,33,0,25,300,118,105,62,,22,27,3,0,0,1,,1,0,,2019/2020
76,19182,Axel,Tuanzebe,25,England,186 cm,75 kg,False,33,Manchester United,5,2,186,Defender,6.100000,False,3,0,12,0,0,0,,,,120,0,71,2,0,5,28,8,3,0,,3,3,0,0,0,,,0,0,,2019/2020
77,19194,Tammy,Bakumo-Abraham,25,England,190 cm,80 kg,False,49,Chelsea,34,25,2221,Attacker,6.882352,False,9,16,9,88,40,15,,3,,272,21,64,8,2,6,338,137,35,16,,24,17,2,0,0,1,,0,0,,2019/2020
78,30812,Ignacio,Pussetto,27,Argentina,180 cm,74 kg,False,38,Watford,7,0,67,Midfielder,6.350000,False,7,0,14,0,0,0,,,,17,0,52,7,1,3,28,12,5,2,,2,3,1,0,0,,,0,0,,2019/2020
79,46792,Pablo,Marí Villar,29,Spain,193 cm,87 kg,False,42,Arsenal,2,2,114,Defender,7.000000,False,0,1,0,0,0,0,,,,85,0,85,2,0,1,10,6,0,0,,0,2,0,0,0,,,0,0,,2019/2020
80,113,Georges-Kévin,Nkoudou Mbida,27,France,172 cm,75 kg,False,47,Tottenham,1,0,2,Midfielder,,False,1,0,1,1,0,0,,,,0,0,0,,0,0,1,0,0,0,,0,0,0,0,0,,,0,0,,2019/2020
81,569,Gedson,Carvalho Fernandes,23,Portugal,182 cm,71 kg,False,47,Tottenham,7,0,61,Midfielder,6.550000,False,7,0,15,1,0,0,,,,33,2,75,2,0,1,15,6,8,2,,2,0,0,0,0,,,0,0,,2019/2020
82,884,Sergio Germán,Romero,35,Argentina,192 cm,87 kg,False,33,Manchester United,0,0,0,Goalkeeper,,False,0,0,35,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
83,1458,Mesut,Özil,34,Germany,180 cm,76 kg,False,42,Arsenal,18,18,1449,Midfielder,6.950000,False,0,11,4,9,3,1,,2,,738,39,87,17,0,5,117,52,22,16,,18,14,1,0,0,,,0,0,,2019/2020
84,2664,Mahmoud Ahmed Ibrahim,Hassan,28,Egypt,180 cm,71 kg,False,66,Aston Villa,34,20,1951,Midfielder,6.726470,False,14,14,17,50,17,6,,1,,273,21,68,38,2,25,294,128,64,30,,32,35,3,1,0,1,,0,0,,2019/2020
85,2767,Leon Aderemi,Balogun,34,Nigeria,190 cm,88 kg,False,51,Brighton,0,0,0,Defender,,False,0,0,4,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
86,2812,Albian Afrim,Ajeti,25,Switzerland,183 cm,78 kg,False,48,West Ham,9,0,130,Attacker,6.450000,False,9,0,28,3,0,0,,,,12,2,54,1,0,0,22,2,2,0,,0,6,0,0,0,,,0,0,,2019/2020
87,2927,Michy,Batshuayi Tunga,29,Belgium,184 cm,76 kg,False,49,Chelsea,16,1,226,Attacker,6.518750,False,15,1,27,15,2,1,,1,,64,3,81,4,1,0,47,18,8,4,,4,4,0,0,0,,,0,0,,2019/2020
88,18763,James Patrick,McCarthy,32,Republic of Ireland,180 cm,72 kg,False,52,Crystal Palace,33,16,1668,Midfielder,6.796875,False,17,5,22,12,3,0,,,,609,18,73,82,5,24,220,122,10,7,,18,31,9,0,0,,,0,0,,2019/2020
89,18780,Rachid,Ghezzal,30,Algeria,182 cm,70 kg,False,46,Leicester,0,0,0,Midfielder,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
90,18845,Patrick John Miguel,van Aanholt,32,Netherlands,176 cm,74 kg,False,52,Crystal Palace,29,29,2511,Defender,6.893103,False,0,4,0,27,6,3,,2,,987,32,80,43,9,45,171,83,38,16,,8,9,0,0,0,,,1,0,,2019/2020
91,18868,Jack Benjamin,Simpson,26,England,190 cm,83 kg,False,35,Bournemouth,4,1,238,Defender,6.250000,False,3,0,20,1,0,0,,,,65,1,67,5,0,2,26,14,5,4,,1,1,0,0,0,,,0,0,,2019/2020
92,18876,Jordon,Ibe,27,England,176 cm,81 kg,False,35,Bournemouth,2,0,48,Attacker,6.550000,False,2,0,8,0,0,0,,,,14,0,68,2,0,0,7,5,2,1,,2,0,0,0,0,,,0,0,,2019/2020
93,18877,Nathan Nnamdi Ugochukwu Benjam,Asigboro Ofoborh,23,Nigeria,175 cm,,False,35,Bournemouth,0,0,0,Midfielder,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
94,18882,Lys,Mousset,26,France,184 cm,80 kg,False,62,Sheffield Utd,30,11,1232,Attacker,6.696666,False,19,11,22,37,9,6,,4,,168,12,63,9,0,4,218,73,41,28,,14,24,1,0,0,,,0,0,,2019/2020
95,18908,Charles Joseph John,Hart,35,England,196 cm,91 kg,False,44,Burnley,0,0,0,Goalkeeper,,False,0,0,29,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
96,18944,Maya,Yoshida,34,Japan,189 cm,78 kg,False,41,Southampton,8,6,558,Defender,6.387500,False,2,0,17,5,3,0,,,,211,0,75,8,2,4,43,27,1,1,,5,3,1,0,0,,,0,0,,2019/2020
97,19104,John David,Lundstram,28,England,181 cm,78 kg,False,62,Sheffield Utd,34,26,2455,Midfielder,6.850000,False,8,5,9,43,10,5,,3,,972,21,82,46,4,33,235,99,37,18,,12,27,5,0,0,,,0,0,,2019/2020
98,30816,Stefano,Okaka Chuka,33,Italy,186 cm,82 kg,False,38,Watford,0,0,0,Attacker,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
99,50101,Fousseni,Diabaté,27,Mali,175 cm,60 kg,False,46,Leicester,0,0,0,Attacker,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
100,102,Djibril,Sidibé,30,France,182 cm,71 kg,False,45,Everton,25,18,1820,Defender,7.020000,False,7,3,13,12,3,0,,4,,745,19,77,83,3,40,250,144,25,14,,19,24,3,0,0,,,0,0,,2019/2020
101,287,Dejan,Lovren,33,Croatia,188 cm,84 kg,False,40,Liverpool,10,9,777,Defender,7.000000,False,1,1,11,5,1,0,,1,,566,1,82,13,6,10,106,70,1,1,,8,4,1,0,0,,,0,0,,2019/2020
102,300,Georginio Gregion Emile,Wijnaldum,32,Netherlands,175 cm,69 kg,False,40,Liverpool,37,35,2948,Midfielder,6.789189,False,2,15,2,36,15,4,,,,1476,18,89,38,4,17,299,141,74,41,,32,15,0,0,0,,,0,0,,2019/2020
103,662,Tanguy,Ndombèlé Alvaro,26,France,181 cm,76 kg,False,47,Tottenham,21,12,1010,Midfielder,6.852380,False,9,10,15,9,4,2,,2,,541,12,85,24,3,14,167,97,49,38,,29,14,3,0,0,,,0,0,,2019/2020
104,896,Adilson Angel,Abreu de Almeida Gomes,22,England,168 cm,56 kg,False,33,Manchester United,2,0,19,Midfielder,6.750000,False,2,0,5,0,0,0,,,,11,2,83,,0,0,1,0,0,0,,0,1,0,0,0,,,0,0,,2019/2020
105,1442,Sead,Kolašinac,29,Bosnia and Herzegovina,183 cm,85 kg,False,42,Arsenal,26,19,1699,Defender,6.723076,False,7,5,10,4,0,0,,2,,770,10,86,29,4,25,154,88,21,16,,16,20,4,0,0,,,0,0,,2019/2020
106,1454,Mattéo Elias Kenzo,Guendouzi Olié,23,France,185 cm,68 kg,False,42,Arsenal,24,19,1747,Midfielder,6.833333,False,5,4,10,11,5,0,,1,,1018,12,83,31,7,29,218,116,43,24,,49,17,6,0,0,1,,0,0,,2019/2020
107,1756,Ryan,Kent,26,England,172 cm,65 kg,False,40,Liverpool,0,0,0,Attacker,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
108,2284,Emerson,Palmieri dos Santos,28,Italy,176 cm,63 kg,False,49,Chelsea,15,13,1025,Defender,6.906666,False,2,3,9,13,7,0,,,,611,19,82,23,1,18,99,68,16,12,,16,4,3,0,0,,,0,0,,2019/2020
109,2500,Fabián Cornelio,Balbuena González,31,Paraguay,188 cm,82 kg,False,48,West Ham,17,13,1173,Defender,6.615384,False,4,0,25,10,4,1,,,,360,1,57,17,5,26,133,74,2,2,,2,6,2,0,0,,,0,0,,2019/2020
110,2710,Sofiane,Boufal,29,Morocco,170 cm,60 kg,False,41,Southampton,20,8,758,Midfielder,6.547368,False,12,7,19,18,7,0,,2,,223,15,78,16,0,4,212,96,86,53,,20,25,2,0,0,,1,0,0,,2019/2020
111,3240,Jean-Philippe,Gbamin,27,Côte d'Ivoire,186 cm,83 kg,False,45,Everton,2,1,135,Midfielder,6.700000,False,1,0,1,0,0,0,,,,50,0,71,4,0,1,21,11,3,2,,2,2,0,0,0,,,0,0,,2019/2020
112,18764,Morgan,Schneiderlin,33,France,181 cm,75 kg,False,45,Everton,15,12,1004,Midfielder,6.706666,False,3,5,7,6,0,0,,,,483,4,83,31,3,21,100,52,3,3,,2,18,5,1,0,,,0,0,,2019/2020
113,18842,Mamadou,Sakho,32,France,187 cm,83 kg,False,52,Crystal Palace,14,11,932,Defender,6.292857,False,3,2,5,0,0,0,,,,472,1,87,7,5,20,58,30,5,4,,2,3,1,0,1,,,0,0,,2019/2020
114,19550,Beni,Tangama Baningime,24,Congo DR,178 cm,70 kg,False,45,Everton,0,0,0,Midfielder,,False,0,0,10,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2019/2020
115,21636,Frédéric,Guilbert,28,France,178 cm,70 kg,False,66,Aston Villa,25,22,2041,Defender,6.788000,False,3,3,9,8,3,0,,2,,516,14,67,74,10,49,336,164,48,23,,21,36,7,0,0,,,0,0,,2019/2020
